Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
4/6/2018 5:00,3.722,56.65,4.339,0.326,0.177,-20.95,-20.95,-0.004,83.4,0.007,760.1,AF
4/6/2018 6:00,5.365,60.73,3.945,0.441,0.22,-19.76,-19.77,-0.012,83.9,0.025,759.8,AF
4/6/2018 7:00,6.475,67.46,3.609,0.155,0.262,-19.48,-19.49,-0.013,83.9,1.969,759.3,AF
4/6/2018 8:00,7.083,63.09,4.685,0.47,0.351,-18.68,-18.72,-0.038,84.5,17.21,759.1,AF
4/6/2018 9:00,7.338,55.75,3.852,0.862,0.273,-18.27,-18.39,-0.123,84.3,57.69,758.8,AF
4/6/2018 10:00,8.71,56.34,3.864,1.081,0.251,-17.56,-17.73,-0.172,84.6,108.9,758.3,AF
4/6/2018 11:00,9.06,62.04,4.212,0.728,0.455,-16.16,-16.33,-0.172,85.3,177,758.2,AF
4/6/2018 12:00,10.63,69.05,3.677,0.316,0.44,-14.92,-15.03,-0.11,85.8,243.9,757.8,AF
4/6/2018 13:00,9.96,74.23,3.916,0.093,0.288,-14.36,-14.4,-0.047,85.7,309.6,757.7,AF
4/6/2018 14:00,10.76,79.61,3.34,-0.085,0.394,-14.31,-14.32,-0.005,85.4,362.9,757.6,AF
4/6/2018 15:00,10.57,85.7,2.96,-0.328,0.457,-14.33,-14.38,-0.057,85.2,367.8,757.6,AF
4/6/2018 16:00,6.886,97.6,4.097,0.32,0.373,-14.58,-14.62,-0.041,84.8,354.7,757.5,AF
4/6/2018 17:00,5.841,97.8,4.816,0.222,0.368,-14.16,-14.19,-0.022,85.5,317.8,757.2,AF
4/6/2018 18:00,9.03,89.4,5.001,0.08,0.53,-12.69,-12.7,-0.003,86.6,269,756.9,AF
4/6/2018 19:00,8.93,83.2,4.943,-0.016,0.378,-12.75,-12.78,-0.031,87.2,165.9,756.8,AF
4/6/2018 20:00,9.56,76.21,2.917,0.053,0.239,-12.9,-12.92,-0.021,87.8,95.8,756.7,AF
4/6/2018 21:00,8.76,75.03,3.17,0.082,0.217,-13.23,-13.27,-0.044,88.2,39.52,756.8,AF
4/6/2018 22:00,9.03,72.48,2.788,0.102,0.235,-13.59,-13.64,-0.052,88.3,10.84,756.7,AF
4/6/2018 23:00,8.92,70.66,2.907,0.099,0.242,-13.89,-13.94,-0.056,88.3,0.437,756.6,AF
4/7/2018 0:00,8.82,70.65,2.915,0.106,0.246,-14.12,-14.18,-0.06,88.1,-0.004,756.5,AF
4/7/2018 1:00,8.15,67.28,3.72,0.345,0.372,-14.57,-14.64,-0.069,87.7,-0.015,756.7,AF
4/7/2018 2:00,7.666,65.95,3.457,0.37,0.326,-14.91,-14.99,-0.073,87.6,-0.011,756.6,AF
4/7/2018 3:00,8.04,65.5,3.379,0.476,0.326,-15.06,-15.13,-0.066,87.5,-0.015,756.6,AF
4/7/2018 4:00,7.666,65.44,3.471,0.423,0.335,-15.35,-15.41,-0.058,87.3,-0.016,756.5,AF
4/7/2018 5:00,7.251,62.17,3.871,0.687,0.243,-15.66,-15.73,-0.065,87.1,-0.018,756.3,AF
4/7/2018 6:00,7.352,64.97,3.408,0.45,0.316,-15.86,-15.93,-0.078,86.9,0.04,756.1,AF
4/7/2018 7:00,6.581,67.66,3.189,0.188,0.261,-15.89,-15.97,-0.072,86.9,2.185,756,AF
4/7/2018 8:00,5.923,65.74,3.643,0.295,0.29,-15.82,-15.9,-0.081,86.7,27.98,755.9,AF
4/7/2018 9:00,5.741,66.48,3.668,0.278,0.322,-15.56,-15.68,-0.121,86.3,69.51,755.9,AF
4/7/2018 10:00,5.131,71.42,3.016,0.032,0.159,-15.18,-15.28,-0.1,86,119.6,755.8,AF
4/7/2018 11:00,4.536,79.74,2.746,-0.046,0.188,-14.59,-14.64,-0.053,85.5,201.7,755.9,AF
4/7/2018 12:00,2.584,79.46,5.937,-0.013,0.185,-13.27,-13.43,-0.166,84.3,285.7,756,AF
4/7/2018 13:00,2.089,55.39,8.18,0.146,0.182,-12.86,-13.28,-0.424,83.3,250.7,756.2,AF
4/7/2018 14:00,1.105,341.6,24.68,0.097,0.182,-11.04,-11.41,-0.369,81.1,357.7,756.5,AF
4/7/2018 15:00,1.793,266.6,15.45,0.194,0.18,-10.53,-10.42,0.11,78.45,433.2,756.6,AF
4/7/2018 16:00,3.389,256.3,7.675,0.365,0.194,-11.66,-12.5,-0.835,78.56,314.3,756.7,AF
4/7/2018 17:00,3.694,244.9,5.93,0.398,0.202,-11.45,-11.48,-0.029,78.76,592.4,756.9,AF
4/7/2018 18:00,2.563,221.6,5.055,0.217,0.153,-12.12,-12.18,-0.063,80.3,412.1,757.2,AF
4/7/2018 19:00,2.568,203.7,3.311,0.187,0.111,-11.4,-13.75,-2.347,81.4,314.3,757.4,AF
4/7/2018 20:00,2.262,192.9,4.121,0.156,0.099,-12.06,-14.61,-2.551,82.4,211.1,757.7,AF
4/7/2018 21:00,1.631,170.6,5.893,0.066,0.122,-14.31,-15.56,-1.256,82.9,100.1,758,AF
4/7/2018 22:00,1.66,131.8,6.825,0.057,0.089,-17.49,-16.95,0.535,85.2,21.61,758.3,AF
4/7/2018 23:00,2.799,122.8,6.533,0.126,0.13,-19.19,-17.46,1.727,86.1,0.796,758.6,AF
4/8/2018 0:00,2.221,117.8,7.344,0.085,0.151,-20.02,-18.64,1.383,85.9,-0.011,759,AF
4/8/2018 1:00,2.507,140.7,4.028,0.035,0.086,-20.27,-18.23,2.045,84.5,0.073,759.4,AF
